Country,StAbb,Year,Democracy,Pres,Notes,LeaderIdeologyScore,PresSecond,RunnerUpIdeologyScore,PresVotes,PresSecondVotes,PresOtherVotes,PresWarRole,PresPower,PresWinner,PresRunnerUp,WinnerIncumbent,RunnerUpIncumbent,WinnerPartyInc,RunnerUpPartyInc,Leg1,Leg1Second,Leg1Seats,Leg1SecondSeats,Leg1OtherSeats,Leg1Control,Leg1DeclareWar,Leg1Power,Leg2,Leg2Second,Leg2Seats,Leg2SecondSeats,Leg2OtherSeats,Leg2Control,Leg2DeclareWar,Leg2Power,PrevUnited,ElectionDate,StartDay,StartMonth,StartYear,EndDay,EndMonth,EndYear,LeaderStartDay,LeaderStartMonth,LeaderStartYear,LeaderEndDay,LeaderEndMonth,LeaderEndYear,PreviousLeaderStartDay,PreviousLeaderStartMonth,PreviousLeaderStartYear,PreviousLeaderEndDay,PreviousLeaderEndMonth,PreviousLeaderEndYear,PresBirthYear,PresMilitaryService,PresMilitaryExperience,PresGuerrillaWar,PresRunnerUpDOBm,PresRunnerUpDOBd,RunnerUpBirthYear,PresRunnerUPSource,RunnerUpMilitaryService,RunnerUpMilitaryExperience,RunnerUpLaw,RunnerUpArt,RunnerUpOccupation,AgeDifference,StartDate,EndDate,Days,PreviousDate,DisputesInitiated,PreviousDisputesInitiated,PreviousTermDisputesInitiated,HighDisputesInitiated,PreviousHighDisputesInitiated,PreviousTermHighDisputesInitiated,AllDisputes,AllPreviousDisputes,AllPreviousTermDisputes,AllHighDisputes,AllPreviousHighDisputes,AllPreviousTermHighDisputes,RevisionistDisputes,PreviousRevisionistDisputes,PreviousTermRevisionistDisputes,HighRevisionistDisputes,PreviousHighRevisionistDisputes,PreviousTermHighRevisionistDisputes,FYDisputesInitiated,FYHighDisputesInitiated,FYAllDisputes,FYAllHighDisputes,PreviousTermStartDate,PreviousTermEndDate,PreviousTermDays,irst,milex,milper,pec,tpop,upop,lnirst,lnmilex,lnmilper,lnpec,lntpop,lnupop
Colombia,COL,1970,0,Conservative,,NA,National Popular Alliance,1,40.7,39.1,20.3,1,1,Misael Pastrana Borrero,Gustavo Rojas Pinilla,0,0,0,0,Liberal Pastranistas,Conservative National Popular Alliance,57,43,110,None,0,1,Liberal Pastranistas,Conservative National Popular Alliance,39,26,53,None,1,1,NA,,19,5,1970,21,5,1974,7,8,1970,7,8,1974,NA,NA,NA,7,8,1970,1923,0,0,NA,3,12,1900,Wiki,1,1,0,0,"civil engineer, general, politican",-23,8/7/1970,8/7/1974,1461,8/7/1966,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0.007213011,0,0,0,0,NA,8/7/1970,354221,239,167206,45,22515.09,20527,7895,5.476463552,12.02698186,3.80666249,10.02194103,9.929496372,8.973984927
Colombia,COL,1978,1,Lib,,2,Con,5,49.5,46.6,3.8,1,1,Julio Cesar Turbay Ayala,Belisario Betancur C.,0,0,1,0,Lib,Con,111,83,5,Lib,0,1,Lib,Con,62,49,1,Lib,1,1,1,,4,7,1978,14,4,1982,7,8,1978,7,8,1982,7,8,1974,7,8,1978,1916,0,0,NA,2,4,1923,Wiki,0,0,1,0,"lawyer, politician ",7,8/7/1978,8/7/1982,1461,8/7/1974,0.249828884,0,0,0,0,0,0.499657769,0,0,0.249828884,0,0,0.249828884,0,0,0,0,0,0,0,0,0,8/7/1974,8/7/1978,1461,265,168359,60,29705.83,24906,9145,5.579729826,12.03385388,4.094344562,10.2990986,10.12286402,9.120962561
Colombia,COL,1982,1,Con,,5,Lib,1,46.8,41,12.2,1,1,Belisario Betancur,Alfonso Lopez Michelsen,0,0,0,1,Lib,Con,104,82,13,Lib,0,1,Lib,Con,55,49,10,None,1,1,1,,30,6,1982,9,4,1986,7,8,1982,7,8,1986,7,8,1978,7,8,1982,1923,0,0,NA,6,30,1913,Wiki,0,0,1,0,"lawyer, professor, polititician ",-10,8/7/1982,8/7/1986,1461,8/7/1978,0,0.249828884,0.249828884,0,0,0,0,0.499657769,0.499657769,0,0.249828884,0.249828884,0,0.249828884,0.249828884,0,0,0,0,0,0,0,8/7/1978,8/7/1982,1461,422,420228,70,33478.27,26965,10023,6.045005314,12.9485527,4.248495242,10.41865185,10.20229501,9.212637731
Colombia,COL,1994,1,Lib,,2,Con,5,51.1,48.9,0,1,1,Ernesto Samper Pizano,Andres Pastrana Arango,0,0,1,0,Lib,Con,88,40,35,Lib,0,1,Lib,Con,56,20,26,Lib,1,1,1,,13,4,1994,8,4,1998,7,8,1994,7,8,1998,7,8,1990,7,8,1994,1950,0,0,NA,9,17,1954,Wiki,0,0,1,0,"lawyer, news anchor, politician ",4,8/7/1994,8/7/1998,1461,8/7/1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8/7/1990,8/7/1994,1461,694,1183000,146,46686.65,34520,15940,6.542471961,13.98356414,4.983606622,10.75121354,10.44929415,9.676586952
Colombia,COL,1998,1,Con,,4,Lib,1,51.9,48.1,0,1,1,Andres Pastrana Arango,Horacio Serpa Uribe,0,0,0,1,Lib,Con,84,28,49,Lib,0,1,Lib,Con,48,15,39,None,1,1,1,,8,4,1998,10,4,2002,7,8,1998,7,8,2002,7,8,1994,7,8,1998,1954,0,0,NA,1,3,1943,Wiki,0,0,1,0,"lawyer, politician ",-11,8/7/1998,8/7/2002,1461,8/7/1994,0.249828884,0,0,0.249828884,0,0,0.249828884,0,0,0.249828884,0,0,0,0,0,0,0,0,0,0,0,0,8/7/1994,8/7/1998,1461,636,2574000,154,50994.97,40803,19230,6.455198563,14.76097167,5.036952602,10.83948228,10.61651089,9.864226839
Costa Rica,COS,1913,0,Republican Party,,NA,National Union,2,42.3,30.8,26.9,1,1,Maximo Fernandez Alvarado,Carlos Duran Cartin,0,0,1,0,None,None,NA,NA,NA,None,1,1,NA,NA,NA,NA,NA,NA,0,0,NA,,7,1,1914,5,1,1916,8,5,1914,27,1,1917,NA,NA,NA,8,5,1914,1858,0,0,NA,11,12,1852,Wiki,0,0,0,0,doctor ,-6,5/8/1914,1/27/1917,995,8/17/1911,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,NA,5/8/1914,333676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Costa Rica,COS,1923,0,Republican Party,,NA,Agricultural Party,4,42.2,37.5,20.3,1,1,Ricardo Jimenez Oreamuno,Alberto Echandi Montero,0,0,0,0,None,None,NA,NA,NA,None,1,1,NA,NA,NA,NA,NA,NA,0,0,NA,,2,1,1924,6,1,1926,8,5,1924,8,5,1928,NA,NA,NA,8,5,1924,1859,0,0,NA,2,18,1870,Wiki,0,0,1,0,"lawyer, politician ",11,5/8/1924,5/8/1928,1461,5/8/1920,0,0.249828884,NA,0,0.249828884,NA,0,0.249828884,NA,0,0.249828884,NA,0,0.249828884,NA,0,0.249828884,0.00108203,0,0,0,0,NA,5/8/1924,337329,0,397,1,0,440,0,NA,5.983936281,0,NA,6.086774727,NA
Costa Rica,COS,1928,0,National Union,,NA,Republican Party,2,59.2,40.8,0,1,1,Cleto Gonzalez Viquez,Carlos Maria Jimenez Ortiz,0,0,0,1,None,None,NA,NA,NA,None,1,1,NA,NA,NA,NA,NA,NA,0,0,NA,,12,3,1928,9,3,1930,8,5,1928,8,5,1932,NA,NA,NA,8,5,1928,1858,0,0,NA,NA,NA,1876,World Biographical Information Systems,NA,NA,1,0,"lawyer, politician ",18,5/8/1928,5/8/1932,1461,5/8/1924,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0.001077364,0,0,0,0,NA,5/8/1928,338790,0,675,0,12,480,0,NA,6.514712691,NA,2.48490665,6.173786104,NA
Costa Rica,COS,1932,0,Independent National Republican Party,,NA,Republican Union,2,46.7,29.1,24.2,1,1,Ricardo Jimenez Oreamuno,Manuel Castro Quesada,0,0,0,0,None,None,NA,NA,NA,None,1,1,NA,NA,NA,NA,NA,NA,0,0,NA,,14,3,1932,11,3,1934,8,5,1932,8,5,1936,NA,NA,NA,8,5,1932,1859,0,0,NA,12,24,1877,Wiki,0,0,1,0,"lawyer, politician ",18,5/8/1932,5/8/1936,1461,5/8/1928,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0.001072737,0,0,0,0,NA,5/8/1932,340251,0,632,0,7,520,0,NA,6.448889394,NA,1.945910149,6.253828812,NA
Costa Rica,COS,1948,0,National Unity Party,,NA,Independent National Republican Party,2,55.3,44.7,0,1,1,Otilio Ulate Blanco,Rafael Angel Calderon Guardia,0,0,0,1,None,None,NA,NA,NA,None,1,1,NA,NA,NA,NA,NA,NA,0,0,NA,,8,3,1948,8,1,1949,8,5,1948,7,11,1949,NA,NA,NA,8,5,1948,1892,0,0,NA,3,8,1900,Wiki,0,0,0,0,"doctor, politician ",8,5/8/1948,11/7/1949,548,11/7/1946,0,0,NA,0,0,NA,0.666058394,0.666058394,NA,0.666058394,0,NA,0,0,NA,0,0,0.001054624,0,0,1,1,NA,5/8/1948,346095,0,3051,1,19,750,0,NA,8.023224685,0,2.944438979,6.620073207,NA
Costa Rica,COS,1958,1,NUP,Coding based on social not econ,4,PLN,2,46.4,42.8,10.8,1,1,Mario Echandi Jimenez,Francisco J. Orllch B.,0,0,0,1,PLN,Rep,20,11,14,None,1,1,NA,NA,NA,NA,NA,NA,0,0,1,2/2/1958,8,5,1958,8,5,1962,8,5,1958,8,5,1962,8,5,1953,8,5,1958,1915,0,0,NA,3,10,1907,Wiki,1,0,0,0,"Farmer, administrator, industrialist, merchant and entrepreneur, politician",-8,5/8/1958,5/8/1962,1461,5/8/1954,0,0.249828884,0.199890471,0,0,0,0,0.249828884,0.399780942,0,0,0.199890471,0,0,0.199890471,0,0,0,0,0,0,0,5/8/1953,5/8/1958,1826,0,2328,0,45,1153,102,NA,7.752764809,NA,3.80666249,7.05012252,4.624972813
Costa Rica,COS,1966,1,NUP,Coding based on social not econ,4,PLN,2,50.5,49.5,0,1,1,Jose Joaquin Trejos Fernandez,Daniel Oduber Quiros,0,0,0,1,PLN,NUP,29,26,2,PLN,1,1,NA,NA,NA,NA,NA,NA,0,0,1,2/6/1966,8,5,1966,8,5,1970,8,5,1966,8,5,1970,8,5,1962,8,5,1966,1916,0,0,NA,8,25,1921,Wiki,0,0,1,1,"lawyer, politician, philospher, poet, essayist",5,5/8/1966,5/8/1970,1461,5/8/1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/8/1962,5/8/1966,1461,0,2556,2,86,1541,183,NA,7.846198815,0.693147181,4.454347296,7.340186835,5.209486153
Costa Rica,COS,1970,1,PLN,,2,NUP,4,54.8,41.2,4,1,1,Jose Figueres Ferrer,Mario Echandi Jimenez,0,0,0,1,PLN,NUP,32,22,3,PLN,1,1,NA,NA,NA,NA,NA,NA,0,0,0,2/1/1970,8,5,1970,8,5,1974,8,5,1970,8,5,1974,8,5,1966,8,5,1970,1906,0,0,NA,7,17,1915,Wiki,0,0,1,0,"lawyer, politician ",9,5/8/1970,5/8/1974,1461,5/8/1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/8/1966,5/8/1970,1461,0,4135,2,1331.138,1727,206,NA,8.327242607,0.693147181,7.193789494,7.454141078,5.327876169
Costa Rica,COS,1974,1,PLN,,2,NUP,4,43.4,30.4,26.2,1,1,Daniel Oduber Quiros,Fernando Trejos Escalante,0,0,1,0,PLN,NUP,27,16,14,None,1,1,NA,NA,NA,NA,NA,NA,0,0,1,2/3/1974,8,5,1974,8,5,1978,8,5,1974,8,5,1978,8,5,1970,8,5,1974,1921,0,0,NA,2,27,1922,Wiki,0,0,0,0,doctor ,1,5/8/1974,5/8/1978,1461,5/8/1970,0,0,0,0,0,0,0.249828884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/8/1970,5/8/1974,1461,0,10802,2,1665.256,1922,221,NA,9.287486581,0.693147181,7.417734144,7.56112159,5.398162702
Costa Rica,COS,1978,1,PUSC,,4,PLN,2,50.5,43.8,5.7,1,1,Rodrigo Carazo Odio,Luis Albertoli Monge Alvarez,0,0,0,1,PUSC,PLN,27,25,5,None,1,1,NA,NA,NA,NA,NA,NA,0,0,0,2/5/1978,8,5,1978,8,5,1982,8,5,1978,8,5,1982,8,5,1974,8,5,1978,1926,0,0,NA,12,29,1925,Wiki,0,0,0,0,"activist, diplomat, politician ",-1,5/8/1978,5/8/1982,1461,5/8/1974,0,0,0,0,0,0,0.249828884,0.249828884,0.249828884,0.249828884,0,0,0,0,0,0,0,0,0,0,1,1,5/8/1974,5/8/1978,1461,0,22054,5,1901.061,2115,243,NA,10.00124927,1.609437912,7.55016743,7.656810091,5.493061443
Costa Rica,COS,1986,1,PLN,,2,PUSC,4,52.3,45.8,2,1,1,Oscar Arias Sanchez,Rafael Calderon Fournier,0,0,1,0,PLN,PUSC,29,25,3,PLN,1,1,NA,NA,NA,NA,NA,NA,0,0,1,2/2/1986,8,5,1986,8,5,1990,8,5,1986,8,5,1990,8,5,1982,8,5,1986,1940,0,0,NA,3,14,1949,Wiki,0,0,1,0,"lawyer, politician ",9,5/8/1986,5/8/1990,1461,5/8/1982,0,0,0,0,0,0,0.249828884,0.499657769,0.499657769,0.249828884,0.499657769,0.499657769,0,0,0,0,0,0,0,0,0,0,5/8/1982,5/8/1986,1461,0,30900,8,2639.423,2716,384,NA,10.33851146,2.079441542,7.878315612,7.906915489,5.950642553
Costa Rica,COS,1990,1,PUSC,,4,PLN,2,51.5,47.2,1.3,1,1,Rafael Calderon Fournier,Carlos Castillo,0,0,0,1,PUSC,PLN,29,25,3,PUSC,1,1,NA,NA,NA,NA,NA,NA,0,0,1,2/4/1990,8,5,1990,8,5,1994,8,5,1990,8,5,1994,8,5,1986,8,5,1990,1949,0,0,NA,11,19,1928,http://wvw.nacion.com/ln_ee/1999/febrero/22/pais2.html,0,0,0,0,"economist, professor ",-21,5/8/1990,5/8/1994,1461,5/8/1986,0,0,0,0,0,0,0,0.249828884,0.249828884,0,0.249828884,0.249828884,0,0,0,0,0,0,0,0,0,0,5/8/1986,5/8/1990,1461,0,62670,8,2798.469,2805,529,NA,11.04563814,2.079441542,7.936827761,7.939158818,6.270988432
Costa Rica,COS,1994,1,PLN,,2,PUSC,4,49.6,47.7,2.7,1,1,Jose M. Figueres Olsen,Miguel A. Rodriguez,0,0,0,1,PLN,PUSC,28,25,4,None,1,1,NA,NA,NA,NA,NA,NA,0,0,0,2/6/1994,8,5,1994,8,5,1998,8,5,1994,8,5,1998,8,5,1990,8,5,1994,1954,0,0,NA,1,9,1940,Wiki,0,0,1,0,"economist, lawyer, businessman ",-14,5/8/1994,5/8/1998,1461,5/8/1990,0.249828884,0,0,0.249828884,0,0,0.249828884,0,0,0.249828884,0,0,0,0,0,0,0,0,1,1,1,1,5/8/1990,5/8/1994,1461,0,25000,8,3070.233,3266,674,NA,10.1266311,2.079441542,8.029508733,8.091321274,6.513230111
Costa Rica,COS,1998,1,PUSC,,4,PLN,2,47,44.6,8.4,1,1,Miguel A. Rodriguez,Jose M. Corrales,0,0,0,1,PUSC,PLN,27,23,7,None,1,1,NA,NA,NA,NA,NA,NA,0,0,0,2/1/1998,8,5,1998,8,5,2002,8,5,1998,8,5,2002,8,5,1994,8,5,1998,1940,0,0,NA,9,29,1938,Wiki,0,0,1,0,"football player, lawyer, notary ",-2,5/8/1998,5/8/2002,1461,5/8/1994,0,0.249828884,0.249828884,0,0.249828884,0.249828884,0.249828884,0.249828884,0.249828884,0,0.249828884,0.249828884,0.249828884,0,0,0,0,0,0,0,1,0,5/8/1994,5/8/1998,1461,0,70000,10,2010.375,3841,752,NA,11.15625052,2.302585093,7.606076551,8.253488028,6.622736324
Costa Rica,COS,2002,1,PUSC,,4,PLN,2,58,42,0,1,1,Abel Pacheco,Rolando Araya,0,0,1,0,PUSC,PLN,19,17,21,None,1,1,NA,NA,NA,NA,NA,NA,0,0,0,4/7/2002,8,5,2002,8,5,2006,8,5,2002,8,5,2006,8,5,1998,8,5,2002,1933,0,0,NA,8,20,1947,Wiki,0,0,0,0,"engineer, politician ",14,5/8/2002,5/8/2006,1461,5/8/1998,0,0,0,0,0,0,0,0.249828884,0.249828884,0,0,0,0,0.249828884,0.249828884,0,0,0,0,0,0,0,5/8/1998,5/8/2002,1461,0,96000,0,3097.125,3998,904,NA,11.47210347,NA,8.038229541,8.293549515,6.80682936
Costa Rica,COS,2006,1,PLN,,2,PAC,2,40.9,39.8,19.3,1,1,Oscar Arias Sanchez,Otton Solis,0,0,0,0,PLN,PAC,25,17,15,None,1,1,NA,NA,NA,NA,NA,NA,0,0,0,2/5/2006,8,5,2006,8,5,2010,8,5,2006,8,5,2010,8,5,2002,8,5,2006,1940,0,0,NA,5,31,1954,Wiki,0,0,0,0,"economist, professor ",14,5/8/2006,5/8/2010,1461,5/8/2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/8/2002,5/8/2006,1461,0,123000,0,4074.602,4354,972,NA,11.71993963,NA,8.312528352,8.378850242,6.879355804
Croatia,CRO,2000,1,HNS,,2,HSLS,4,56.01,43.99,0,1,1,Stjepan Mesic,Drazen Budisa,0,0,0,0,SDP,HDZ,71,46,34,None,0,1,NA,NA,NA,NA,NA,NA,0,0,NA,2/7/2000,2,6,2001,23,12,2003,18,2,2000,18,2,2005,15,7,1997,10,12,1999,1934,0,0,NA,7,25,1948,Wiki,0,0,0,0,"librarian, politician ",14,2/18/2000,2/18/2005,1827,2/17/1995,0.199781062,0.399562124,0,0,0.199781062,0,0.399562124,0.399562124,0,0,0.199781062,0,0.199781062,0,0,0,0,0,0,0,1,0,7/15/1997,12/10/1999,878,71,509000,61,15687.68,4473,1028,4.262679877,13.1402033,4.110873864,9.66063097,8.405814603,6.935370446
Cuba,CUB,1912,0,Conjuncion Patriotica,,NA,Liberal Party,NA,51.98,48.02,0,1,1,Mario Garcia Menocal,Alfredo Zayas y Alfonso,0,0,0,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,,1,12,1912,1,12,1916,20,5,1913,20,5,1917,NA,NA,NA,20,5,1913,1868,0,0,NA,2,21,1861,Wiki,0,0,1,1,"lawyer, judge, poet, politician ",-7,5/20/1913,5/20/1917,1461,5/20/1909,0.249828884,0,NA,0.249828884,0,NA,0.249828884,0,NA,0.249828884,0,NA,0,0,NA,0,0,0,0,0,0,0,NA,5/20/1913,333323,0,-9,5,16,2360,316,NA,NA,1.609437912,2.772588722,7.766416898,5.755742214
Cuba,CUB,1920,0,National League,,NA,None,NA,54.31,45.69,0,1,1,Alfredo Zayas y Alfonso,Jose Miguel Gomez,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,,1,12,1920,1,12,1924,20,5,1921,20,5,1925,NA,NA,NA,20,5,1921,1861,0,0,NA,7,6,1858,Wiki,1,1,0,0,"major general, politician ",-3,5/20/1921,5/20/1925,1461,5/20/1917,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,NA,5/20/1921,336245,0,16979,18,21,3000,378,NA,9.739732565,2.890371758,3.044522438,8.006367568,5.934894196
Cuba,CUB,1936,0,Tripartate Coalition,,NA,Mario Garcia Menocal,NA,30.55,22.83,46.62,1,1,Miguel Mariano Gomez,Mario Garcia Menocal,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,,10,2,1936,14,8,1940,20,5,1936,24,12,1936,NA,NA,NA,20,5,1936,1889,0,0,NA,12,17,1866,Wiki,0,0,1,0,"lawyer, politician ",-23,5/20/1936,12/24/1936,218,10/15/1935,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,NA,5/20/1936,341724,0,18385,16,34,4110,944,NA,9.819290394,2.772588722,3.526360525,8.321178307,6.850126166
Cuba,CUB,1940,0,Democratic Socialist Coalition,,NA,Opposition Front,NA,56.7,40.3,3,1,1,Fulgencio Batista,Ramon Grau San Martin,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,,14,8,1940,1,7,1944,10,10,1940,10,10,1944,NA,NA,NA,10,10,1940,1901,1,1,NA,9,13,1881,Wiki,0,0,0,0,"doctor, professor, politician",-20,10/10/1940,10/10/1944,1461,10/10/1936,0.499657769,0,NA,0.499657769,0,NA,0.499657769,0,NA,0.499657769,0,NA,0,0,NA,0,0,0,0,0,0,0,NA,10/10/1940,343328,0,17416,19,44,4290,1042,NA,9.765144603,2.944438979,3.784189634,8.364042012,6.948897222
Cuba,CUB,1944,0,Autentico-Republican Alliance,,NA,Socialist-Popular Coalition,NA,55.39,44.61,0,1,1,Ramon Grau San Maartin,Carlos Saladrigras Zayas,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,,1,7,1944,1,7,1948,10,10,1944,10,10,1948,NA,NA,NA,10,10,1944,1882,0,0,NA,10,13,1900,Wiki,0,0,1,0,"lawyer, politician ",18,10/10/1944,10/10/1948,1461,10/10/1940,0,0.499657769,NA,0,0.499657769,NA,0,0.499657769,NA,0,0.499657769,NA,0,0,NA,0,0,0,0,0,0,0,NA,10/10/1944,344789,0,-9,20,56,4850,1173,NA,NA,2.995732274,4.025351691,8.486733984,7.067319849
Cuba,CUB,1948,0,Autentico-Republican Alliance,,NA,Liberal-Democratic Coalition,NA,45.8,30.3,23.9,1,1,Carlos Prio Socarras,Ricardo Nunez Portuondo,0,0,1,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,,1,7,1948,1,12,1954,10,10,1948,10,3,1952,NA,NA,NA,10,10,1948,1903,0,0,NA,9,13,1898,Wiki,NA,NA ,0,0,"doctor, politician ",-5,10/10/1948,3/10/1952,1247,5/12/1945,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,NA,10/10/1948,346250,0,39943,18,97,5287,1298,NA,10.59520872,2.890371758,4.574710979,8.573006256,7.168579897
Cyprus,CYP,1988,1,AKEL,,2,DISY,4,51.6,48.4,0,1,1,George Vassiliou,Glafcos Clerides,0,0,0,1,DISY,DIKO,NA,NA,NA,None,0,1,NA,NA,NA,NA,NA,NA,0,0,0,2/21/1988,28,2,1988,19,5,1991,28,2,1988,28,2,1993,28,2,1983,28,2,1988,1931,0,0,NA,4,24,1919,Wiki,1,1,1,0,"lawyer, politician ",-12,2/28/1988,2/28/1993,1827,2/27/1983,0,0,0,0,0,0,0.399562124,0,0,0.399562124,0,0,0,0,0,0,0,0,0,0,2,1,2/28/1983,2/28/1988,1826,0,124830,13,1329.006,664,286,NA,11.73470809,2.564949357,7.192186573,6.498282149,5.655991811
Cyprus,CYP,1993,1,DISY,Clerides founded the Democratic Rally party,4,AKEL,1,50.3,49.7,0,1,1,Glafcos Clerides,George Vassiliou,0,1,0,1,DISY,AKEL,NA,NA,NA,None,0,1,NA,NA,NA,NA,NA,NA,0,0,0,2/14/1993,28,2,1993,26,6,1996,28,2,1993,28,2,1998,28,2,1988,28,2,1993,1919,1,1,NA,5,20,1931,Wiki,0,0,0,0,"doctor, businessman, politician ",12,2/28/1993,2/28/1998,1826,2/29/1988,0.199890471,0,0,0.199890471,0,0,0.399780942,0.399780942,0.399562124,0.399780942,0.399780942,0.399562124,0.199890471,0,0,0,0,0,1,1,1,1,2/28/1988,2/28/1993,1827,0,489000,10,1468.093,718,316,NA,13.10011777,2.302585093,7.291719559,6.576469569,5.755742214
Cyprus,CYP,1998,1,DISY,,4,AKEL,2,50.8,49.2,0,1,1,Glafcos Clerides,George Iacovou,1,0,1,0,DISY,AKEL,NA,NA,NA,None,0,1,NA,NA,NA,NA,NA,NA,0,0,0,2/8/1998,28,2,1998,27,6,2001,28,2,1998,28,2,2003,28,2,1993,28,2,1998,1919,1,1,NA,7,19,1938,Wiki,0,0,0,0,"mangment, diplomat, politician",19,2/28/1998,2/28/2003,1826,2/28/1993,0,0.199890471,0.199890471,0,0.199890471,0.199890471,0,0.399780942,0.399780942,0,0.399780942,0.399780942,0,0.199890471,0.199890471,0,0,0,0,0,0,0,2/28/1993,2/28/1998,1826,0,509000,12,1938.591,771,347,NA,13.1402033,2.48490665,7.5697167,6.647688374,5.84932478
Cyprus,CYP,2003,1,DIKO,,2,DISY,4,51.51,38.8,9.69,1,1,Tassos Papadopoulos,Glafcos Clerides,0,1,0,1,AKEL,DISY,NA,NA,NA,None,0,1,NA,NA,NA,NA,NA,NA,0,0,0,2/16/2003,28,2,2003,21,6,2006,28,2,2003,28,2,2008,28,2,1998,28,2,2003,1934,0,0,NA,4,24,1919,Wiki,1,1,1,0,"lawyer, politician ",-15,2/28/2003,2/28/2008,1826,2/28/1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/28/1998,2/28/2003,1826,0,302000,10,1954.59,721,371,NA,12.6181823,2.302585093,7.577935732,6.580639137,5.916202063
Cyprus,CYP,2008,1,AKEL,,2,DISY,4,53.37,46.63,0,1,1,Dimitris Christofias,Ionnis Kasoulidis,0,0,0,0,AKEL,DISY,NA,NA,NA,None,0,1,NA,NA,NA,NA,NA,NA,0,0,0,2/24/2008,28,2,2008,31,12,2010,28,2,2008,31,12,2010,28,2,2003,28,2,2008,1946,0,0,NA,8,10,1948,Wiki,0,0,0,0,"doctor, politician ",2,2/28/2008,12/31/2010,1037,4/27/2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/28/2003,2/28/2008,1826,0,498000,10,664.4106,784,391,NA,13.11835536,2.302585093,6.498900332,6.66440902,5.96870756
Democratic Republic of the Congo,DRC,2006,0,Independent,,NA,MLC,NA,58.05,41.95,0,1,1,Joseph Kabila,Jean-Pierre Bemba,1,0,1,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,,30,7,2006,31,12,2010,30,7,2006,31,12,2010,NA,NA,NA,30,7,2006,1971,1,1,NA,11,4,1962,Wiki,0,0,0,0,"politician, vice president, businessman ",-9,7/30/2006,12/31/2010,1615,2/26/2002,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,NA,7/30/2006,367362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominican Republic,DOM,1966,0,Reformist Party,,NA,Dominican Revolutionary Party,1,57.7,39,3.3,1,1,Joaquin Balaguer,Juan Bosch,0,0,0,1,Reformist Party,Dominican Revolutionary Party,48,26,0,Reformist Party,0,1,Reformist Party,Dominican Revolutionary Party,22,5,0,Reformist Party,0,1,1,,1,7,1966,16,6,1970,1,7,1966,1,7,1970,NA,NA,NA,1,7,1966,1907,0,0,NA,6,30,1909,Wiki,0,0,0,1,"historian, writer, educator, politician ",2,7/1/1966,7/1/1970,1461,7/1/1962,0,0,NA,0,0,NA,0,0.249828884,NA,0,0,NA,0,0,NA,0,0,0.003104419,0,0,0,0,NA,7/1/1966,352723,0,32400,19,77,3926,576,NA,10.3859137,2.944438979,4.343805422,8.275376375,6.356107661
